Time,Open,High,Low,Close,Volume,Complete
2018-06-26 21:00:00+00:00,110.046,110.49,109.686,110.264,30857,True
2018-06-27 21:00:00+00:00,110.26,110.65,109.968,110.493,25568,True
2018-06-28 21:00:00+00:00,110.5,110.944,110.376,110.728,26540,True
2018-07-01 21:00:00+00:00,110.675,111.062,110.594,110.894,23136,True
2018-07-02 21:00:00+00:00,110.868,111.134,110.508,110.589,22682,True
2018-07-03 21:00:00+00:00,110.595,110.612,110.278,110.494,19695,True
2018-07-04 21:00:00+00:00,110.487,110.73,110.291,110.645,21016,True
2018-07-05 21:00:00+00:00,110.588,110.786,110.382,110.468,19172,True
2018-07-08 21:00:00+00:00,110.447,110.902,110.352,110.846,12954,True
2018-07-09 21:00:00+00:00,110.811,111.353,110.8,110.996,13713,True
2018-07-10 21:00:00+00:00,110.968,112.174,110.77,112.011,31255,True
2018-07-11 21:00:00+00:00,111.994,112.628,111.918,112.527,21158,True
2018-07-12 21:00:00+00:00,112.518,112.802,112.276,112.364,17279,True
2018-07-15 21:00:00+00:00,112.212,112.564,112.212,112.287,12518,True
2018-07-16 21:00:00+00:00,112.287,112.925,112.222,112.878,19645,True
2018-07-17 21:00:00+00:00,112.874,113.138,112.712,112.838,17432,True
2018-07-18 21:00:00+00:00,112.847,113.178,112.056,112.468,26697,True
2018-07-19 21:00:00+00:00,112.464,112.624,111.388,111.434,33445,True
2018-07-22 21:00:00+00:00,111.384,111.544,110.752,111.345,24871,True
2018-07-23 21:00:00+00:00,111.345,111.513,110.962,111.201,20752,True
2018-07-24 21:00:00+00:00,111.172,111.385,110.661,110.972,27456,True
2018-07-25 21:00:00+00:00,110.978,111.25,110.588,111.237,21649,True
2018-07-26 21:00:00+00:00,111.23,111.255,110.799,111.031,17684,True
2018-07-29 21:00:00+00:00,110.948,111.164,110.892,111.072,12160,True
2018-07-30 21:00:00+00:00,111.053,111.958,110.748,111.874,32601,True
2018-07-31 21:00:00+00:00,111.84,112.152,111.391,111.719,20384,True
2018-08-01 21:00:00+00:00,111.724,111.738,111.319,111.658,18349,True
2018-08-02 21:00:00+00:00,111.65,111.866,111.101,111.253,16796,True
2018-08-05 21:00:00+00:00,111.23,111.528,111.157,111.4,9957,True
2018-08-06 21:00:00+00:00,111.406,111.478,110.994,111.379,10283,True
2018-08-07 21:00:00+00:00,111.376,111.437,110.838,110.952,11908,True
2018-08-08 21:00:00+00:00,111.024,111.185,110.71,111.084,12964,True
2018-08-09 21:00:00+00:00,111.09,111.171,110.511,110.858,33699,True
2018-08-12 21:00:00+00:00,110.468,110.94,110.112,110.723,30383,True
2018-08-13 21:00:00+00:00,110.687,111.314,110.589,111.151,19462,True
2018-08-14 21:00:00+00:00,111.146,111.432,110.433,110.742,23097,True
2018-08-15 21:00:00+00:00,110.716,111.124,110.462,110.897,25841,True
2018-08-16 21:00:00+00:00,110.892,111.052,110.316,110.505,17830,True
2018-08-19 21:00:00+00:00,110.598,110.684,110.02,110.068,13735,True
2018-08-20 21:00:00+00:00,110.068,110.547,109.774,110.296,16444,True
2018-08-21 21:00:00+00:00,110.245,110.618,110.028,110.552,18942,True
2018-08-22 21:00:00+00:00,110.562,111.317,110.52,111.29,16537,True
2018-08-23 21:00:00+00:00,111.273,111.487,111.104,111.244,16911,True
2018-08-26 21:00:00+00:00,111.326,111.348,110.935,111.078,10770,True
2018-08-27 21:00:00+00:00,111.088,111.358,110.956,111.194,12703,True
2018-08-28 21:00:00+00:00,111.194,111.83,111.124,111.68,15268,True
2018-08-29 21:00:00+00:00,111.694,111.756,110.954,110.999,16432,True
2018-08-30 21:00:00+00:00,110.974,111.134,110.686,111.081,18806,True
2018-09-02 21:00:00+00:00,111.106,111.187,110.852,111.068,12025,True
2018-09-03 21:00:00+00:00,111.06,111.534,110.902,111.445,17043,True
2018-09-04 21:00:00+00:00,111.397,111.757,111.375,111.529,17737,True
2018-09-05 21:00:00+00:00,111.526,111.532,110.522,110.736,19183,True
2018-09-06 21:00:00+00:00,110.744,111.248,110.382,110.997,23985,True
2018-09-09 21:00:00+00:00,111.084,111.246,110.85,111.131,12237,True
2018-09-10 21:00:00+00:00,111.116,111.642,111.066,111.602,12616,True
2018-09-11 21:00:00+00:00,111.587,111.652,111.116,111.26,15072,True
2018-09-12 21:00:00+00:00,111.295,112.0,111.171,111.922,15278,True
2018-09-13 21:00:00+00:00,111.93,112.169,111.754,112.058,15809,True
2018-09-16 21:00:00+00:00,112.038,112.122,111.763,111.85,9710,True
2018-09-17 21:00:00+00:00,111.864,112.389,111.665,112.368,21372,True
2018-09-18 21:00:00+00:00,112.36,112.447,112.163,112.278,13838,True
2018-09-19 21:00:00+00:00,112.293,112.584,112.044,112.488,16446,True
2018-09-20 21:00:00+00:00,112.475,112.874,112.43,112.575,15037,True
2018-09-23 21:00:00+00:00,112.422,112.84,112.422,112.797,10158,True
2018-09-24 21:00:00+00:00,112.789,112.982,112.742,112.972,11081,True
2018-09-25 21:00:00+00:00,112.972,113.137,112.632,112.73,18317,True
2018-09-26 21:00:00+00:00,112.73,113.468,112.562,113.392,17272,True
2018-09-27 21:00:00+00:00,113.38,113.709,113.319,113.693,15946,True
2018-09-30 21:00:00+00:00,113.74,114.06,113.704,113.949,11716,True
2018-10-01 21:00:00+00:00,113.907,114.017,113.529,113.68,15097,True
2018-10-02 21:00:00+00:00,113.625,114.542,113.521,114.535,16954,True
2018-10-03 21:00:00+00:00,114.476,114.552,113.634,113.933,24649,True
2018-10-04 21:00:00+00:00,113.912,114.102,113.558,113.723,25081,True
2018-10-07 21:00:00+00:00,113.798,113.944,112.824,113.231,15568,True
2018-10-08 21:00:00+00:00,113.203,113.392,112.87,112.954,26326,True
2018-10-09 21:00:00+00:00,112.972,113.286,112.256,112.264,29799,True
2018-10-10 21:00:00+00:00,112.276,112.534,111.832,112.16,59486,True
2018-10-11 21:00:00+00:00,112.128,112.496,111.88,112.209,32544,True
